Confirmed cases,,,,,,,,Confirmed Deaths,,,,,,,,,,,,,,,
Country,Date,Cumulative,New Cases,,,,,Country,Date,Cumulative,New Deaths,,,,,,,,,,,,
Liberia,03-10-14,931,4,,,,,Nigeria,29-05-15,7,0,,,,,,,,,,,,
Liberia,08-10-14,941,10,,,,,Nigeria,01-06-15,7,0,,,,,,,,,,,,
Liberia,10-10-14,943,2,,,,,Nigeria,02-06-15,7,0,,,,,,,,,,,,
Liberia,15-10-14,950,7,,,,,Nigeria,03-06-15,7,0,,,,,,,,,,,,
Liberia,22-10-14,965,15,,,,,Nigeria,04-06-15,7,0,,,,,,,,,,,,
Liberia,25-10-14,965,0,,,,,Nigeria,05-06-15,7,0,,,,,,,,,,,,
Liberia,29-10-14,2515,1550,,,,,Nigeria,08-06-15,7,0,,,,,,,,,,,,
Liberia,31-10-14,2515,0,,,,,Nigeria,09-06-15,7,0,,,,,,,,,,,,
Liberia,05-11-14,2451,-64,,,,,Nigeria,10-06-15,7,0,,,,,,,,,,,,
Liberia,07-11-14,2514,63,,,,,Nigeria,11-06-15,7,0,,,,,,,,,,,,
Liberia,12-11-14,2553,39,,,,,Nigeria,12-06-15,7,0,,,,,,,,,,,,
Liberia,14-11-14,2562,9,,,,,Nigeria,15-06-15,7,0,,,,,,,,,,,,
Liberia,19-11-14,2643,81,,,,,Nigeria,16-06-15,7,0,,,,,,,,,,,,
Liberia,21-11-14,2669,26,,,,,Nigeria,17-06-15,7,0,,,,,,,,,,,,
Liberia,26-11-14,2727,58,,,,,Nigeria,18-06-15,7,0,,,,,,,,,,,,
Liberia,01-12-14,2801,74,,,,,Nigeria,19-06-15,7,0,,,,,,,,,,,,
Liberia,03-12-14,2801,0,,,,,Nigeria,22-06-15,7,0,,,,,,,,,,,,
Liberia,10-12-14,2830,29,,,,,Nigeria,23-06-15,7,0,,,,,,,,,,,,
Liberia,15-12-14,2946,116,,,,,Nigeria,24-06-15,7,0,,,,,,,,,,,,
Liberia,17-12-14,2946,0,,,,,Nigeria,25-06-15,7,0,,,,,,,,,,,,
Liberia,22-12-14,3085,139,,,,,Nigeria,26-06-15,7,0,,,,,,,,,,,,
Liberia,23-12-14,3085,0,,,,,Nigeria,29-06-15,7,0,,,,,,,,,,,,
Liberia,24-12-14,3085,0,,,,,Nigeria,30-06-15,7,0,,,,,,,,,,,,
Liberia,26-12-14,3085,0,,,,,Nigeria,01-07-15,7,0,,,,,,,,,,,,
Liberia,29-12-14,3108,23,,,,,Nigeria,02-07-15,7,0,,,,,,,,,,,,
Liberia,30-12-14,3108,0,,,,,Nigeria,03-07-15,7,0,,,,,,,,,,,,
Liberia,31-12-14,3110,2,,,,,Nigeria,06-07-15,7,0,,,,,,,,,,,,
Liberia,02-01-15,3110,0,,,,,Nigeria,07-07-15,7,0,,,,,,,,,,,,
Liberia,05-01-15,3116,6,,,,,Nigeria,08-07-15,7,0,,,,,,,,,,,,
Liberia,06-01-15,3118,2,,,,,Nigeria,09-07-15,7,0,,,,,,,,,,,,
Liberia,07-01-15,3118,0,,,,,Nigeria,10-07-15,7,0,,,,,,,,,,,,
Liberia,08-01-15,3118,0,,,,,Nigeria,13-07-15,7,0,,,,,,,,,,,,
Liberia,09-01-15,3123,5,,,,,Nigeria,14-07-15,7,0,,,,,,,,,,,,
Liberia,12-01-15,3123,0,,,,,Nigeria,15-07-15,7,0,,,,,,,,,,,,
Liberia,13-01-15,3123,0,,,,,Nigeria,16-07-15,7,0,,,,,,,,,,,,
Liberia,14-01-15,3127,4,,,,,Nigeria,17-07-15,7,0,,,,,,,,,,,,
Liberia,15-01-15,3127,0,,,,,Nigeria,20-07-15,7,0,,,,,,,,,,,,
Liberia,16-01-15,3127,0,,,,,Nigeria,21-07-15,7,0,,,,,,,,,,,,
Liberia,19-01-15,3131,4,,,,,Nigeria,22-07-15,7,0,,,,,,,,,,,,
Liberia,20-01-15,3135,4,,,,,Nigeria,23-07-15,7,0,,,,,,,,,,,,
Liberia,21-01-15,3135,0,,,,,Nigeria,24-07-15,7,0,,,,,,,,,,,,
Liberia,22-01-15,3136,1,,,,,Nigeria,27-07-15,7,0,,,,,,,,,,,,
Liberia,23-01-15,3136,0,,,,,Nigeria,28-07-15,7,0,,,,,,,,,,,,
Liberia,26-01-15,3136,0,,,,,Nigeria,29-07-15,7,0,,,,,,,,,,,,
Liberia,27-01-15,3138,2,,,,,Nigeria,30-07-15,7,0,,,,,,,,,,,,
Liberia,28-01-15,3138,0,,,,,Nigeria,31-07-15,7,0,,,,,,,,,,,,
Liberia,29-01-15,3138,0,,,,,Nigeria,03-08-15,7,0,,,,,,,,,,,,
Liberia,30-01-15,3138,0,,,,,Nigeria,04-08-15,7,0,,,,,,,,,,,,
Liberia,02-02-15,3138,0,,,,,Nigeria,05-08-15,7,0,,,,,,,,,,,,
Liberia,03-02-15,3143,5,,,,,Nigeria,06-08-15,7,0,,,,,,,,,,,,
Liberia,04-02-15,3143,0,,,,,Nigeria,07-08-15,7,0,,,,,,,,,,,,
Liberia,05-02-15,3143,0,,,,,Nigeria,10-08-15,7,0,,,,,,,,,,,,
Liberia,06-02-15,3143,0,,,,,Nigeria,11-08-15,7,0,,,,,,,,,,,,
Liberia,10-02-15,3146,3,,,,,Nigeria,12-08-15,7,0,,,,,,,,,,,,
Liberia,11-02-15,3146,0,,,,,Nigeria,13-08-15,7,0,,,,,,,,,,,,
Liberia,12-02-15,3146,0,,,,,Nigeria,14-08-15,7,0,,,,,,,,,,,,
Liberia,13-02-15,3147,1,,,,,Nigeria,17-08-15,7,0,,,,,,,,,,,,
Liberia,16-02-15,3149,2,,,,,Nigeria,18-08-15,7,0,,,,,,,,,,,,
Liberia,17-02-15,3149,0,,,,,Nigeria,19-08-15,7,0,,,,,,,,,,,,
Liberia,18-02-15,3149,0,,,,,Nigeria,20-08-15,7,0,,,,,,,,,,,,
Liberia,19-02-15,3152,3,,,,,Nigeria,21-08-15,7,0,,,,,,,,,,,,
Liberia,20-02-15,3152,0,,,,,Nigeria,24-08-15,7,0,,,,,,,,,,,,
Liberia,23-02-15,3153,1,,,,,Nigeria,25-08-15,7,0,,,,,,,,,,,,
Liberia,25-02-15,3153,0,,,,,Nigeria,26-08-15,7,0,,,,,,,,,,,,
Liberia,26-02-15,3153,0,,,,,Nigeria,27-08-15,7,0,,,,,,,,,,,,
Liberia,27-02-15,3153,0,,,,,Nigeria,28-08-15,7,0,,,,,,,,,,,,
Liberia,02-03-15,3153,0,,,,,Nigeria,31-08-15,7,0,,,,,,,,,,,,
Liberia,04-03-15,3153,0,,,,,Nigeria,01-09-15,7,0,,,,,,,,,,,,
Liberia,05-03-15,3150,-3,,,,,Nigeria,02-09-15,7,0,,,,,,,,,,,,
Liberia,06-03-15,3150,0,,,,,Nigeria,03-09-15,7,0,,,,,,,,,,,,
Liberia,10-03-15,3150,0,,,,,Nigeria,04-09-15,7,0,,,,,,,,,,,,
Liberia,11-03-15,3150,0,,,,,Nigeria,07-09-15,7,0,,,,,,,,,,,,
Liberia,12-03-15,3150,0,,,,,Nigeria,08-09-15,7,0,,,,,,,,,,,,
Liberia,13-03-15,3150,0,,,,,Nigeria,09-09-15,7,0,,,,,,,,,,,,
Liberia,16-03-15,3150,0,,,,,Nigeria,10-09-15,7,0,,,,,,,,,,,,
Liberia,17-03-15,3150,0,,,,,Nigeria,11-09-15,7,0,,,,,,,,,,,,
Liberia,18-03-15,3150,0,,,,,Nigeria,14-09-15,7,0,,,,,,,,,,,,
Liberia,20-03-15,3150,0,,,,,Nigeria,15-09-15,7,0,,,,,,,,,,,,
Liberia,23-03-15,3151,1,,,,,Nigeria,16-09-15,7,0,,,,,,,,,,,,
Liberia,24-03-15,3151,0,,,,,Nigeria,17-09-15,7,0,,,,,,,,,,,,
Liberia,25-03-15,3151,0,,,,,Nigeria,18-09-15,7,0,,,,,,,,,,,,
Liberia,26-03-15,3151,0,,,,,Nigeria,21-09-15,7,0,,,,,,,,,,,,
Liberia,27-03-15,3151,0,,,,,Nigeria,22-09-15,7,0,,,,,,,,,,,,
Liberia,07-04-15,3151,0,,,,,Nigeria,23-09-15,7,0,,,,,,,,,,,,
Liberia,09-04-15,3151,0,,,,,Nigeria,24-09-15,7,0,,,,,,,,,,,,
Liberia,13-04-15,3151,0,,,,,Nigeria,25-09-15,7,0,,,,,,,,,,,,
Liberia,14-04-15,3151,0,,,,,Nigeria,28-09-15,7,0,,,,,,,,,,,,
Liberia,15-04-15,3151,0,,,,,Nigeria,29-09-15,7,0,,,,,,,,,,,,
Liberia,16-04-15,3151,0,,,,,Nigeria,30-09-15,7,0,,,,,,,,,,,,
Liberia,17-04-15,3151,0,,,,,Nigeria,01-10-15,7,0,,,,,,,,,,,,
Liberia,20-04-15,3151,0,,,,,Nigeria,02-10-15,7,0,,,,,,,,,,,,
Liberia,21-04-15,3151,0,,,,,Nigeria,05-10-15,7,0,,,,,,,,,,,,
Liberia,22-04-15,3151,0,,,,,Nigeria,06-10-15,7,0,,,,,,,,,,,,
Liberia,23-04-15,3151,0,,,,,Nigeria,07-10-15,7,0,,,,,,,,,,,,
Liberia,24-04-15,3151,0,,,,,Nigeria,08-10-15,7,0,,,,,,,,,,,,
Liberia,27-04-15,3151,0,,,,,Nigeria,09-10-15,7,0,,,,,,,,,,,,
Liberia,28-04-15,3151,0,,,,,Nigeria,13-10-15,7,0,,,,,,,,,,,,
Liberia,30-04-15,3151,0,,,,,Nigeria,15-10-15,7,0,,,,,,,,,,,,
Liberia,01-05-15,3151,0,,,,,Nigeria,16-10-15,7,0,,,,,,,,,,,,
Liberia,04-05-15,3151,0,,,,,Nigeria,20-10-15,7,0,,,,,,,,,,,,
Liberia,05-05-15,3151,0,,,,,Nigeria,22-10-15,7,0,,,,,,,,,,,,
Liberia,06-05-15,3151,0,,,,,Nigeria,23-10-15,7,0,,,,,,,,,,,,
Liberia,07-05-15,3151,0,,,,,Nigeria,26-10-15,7,0,,,,,,,,,,,,
Liberia,08-05-15,3151,0,,,,,Nigeria,27-10-15,7,0,,,,,,,,,,,,
Liberia,11-05-15,3151,0,,,,,Nigeria,29-10-15,7,0,,,,,,,,,,,,
Liberia,12-05-15,3151,0,,,,,Nigeria,30-10-15,7,0,,,,,,,,,,,,
Liberia,13-05-15,3151,0,,,,,Nigeria,03-11-15,7,0,,,,,,,,,,,,
Liberia,14-05-15,3151,0,,,,,Nigeria,05-11-15,7,0,,,,,,,,,,,,
Liberia,15-05-15,3151,0,,,,,Nigeria,06-11-15,7,0,,,,,,,,,,,,
Liberia,18-05-15,3151,0,,,,,Nigeria,10-11-15,7,0,,,,,,,,,,,,
Liberia,19-05-15,3151,0,,,,,Nigeria,11-11-15,7,0,,,,,,,,,,,,
Liberia,20-05-15,3151,0,,,,,Nigeria,12-11-15,7,0,,,,,,,,,,,,
Liberia,21-05-15,3151,0,,,,,Nigeria,16-11-15,7,0,,,,,,,,,,,,
Liberia,22-05-15,3151,0,,,,,Nigeria,17-11-15,7,0,,,,,,,,,,,,
Liberia,25-05-15,3151,0,,,,,Nigeria,20-11-15,7,0,,,,,,,,,,,,
Liberia,26-05-15,3151,0,,,,,Nigeria,24-11-15,7,0,,,,,,,,,,,,
Liberia,27-05-15,3151,0,,,,,Nigeria,26-11-15,7,0,,,,,,,,,,,,
Liberia,28-05-15,3151,0,,,,,Nigeria,01-12-15,7,0,,,,,,,,,,,,
Liberia,29-05-15,3151,0,,,,,Nigeria,02-12-15,7,0,,,,,,,,,,,,
Liberia,01-06-15,3151,0,,,,,Nigeria,03-12-15,7,0,,,,,,,,,,,,
Liberia,02-06-15,3151,0,,,,,Nigeria,09-12-15,7,0,,,,,,,,,,,,
Liberia,03-06-15,3151,0,,,,,Nigeria,10-12-15,7,0,,,,,,,,,,,,
Liberia,04-06-15,3151,0,,,,,Nigeria,11-12-15,7,0,,,,,,,,,,,,
Liberia,05-06-15,3151,0,,,,,Nigeria,15-12-15,7,0,,,,,,,,,,,,
Liberia,08-06-15,3151,0,,,,,Nigeria,16-12-15,7,0,,,,,,,,,,,,
Liberia,09-06-15,3151,0,,,,,Nigeria,17-12-15,7,0,,,,,,,,,,,,
Liberia,10-06-15,3151,0,,,,,Nigeria,22-12-15,7,0,,,,,,,,,,,,
Liberia,11-06-15,3151,0,,,,,Nigeria,23-12-15,7,0,,,,,,,,,,,,
Liberia,12-06-15,3151,0,,,,,Nigeria,29-12-15,7,0,,,,,,,,,,,,
Liberia,15-06-15,3151,0,,,,,Nigeria,23-03-16,7,0,,,,,,,,,,,,
Liberia,16-06-15,3151,0,,,,,Senegal,05-09-14,0,0,,,,,,,,,,,,
Liberia,17-06-15,3151,0,,,,,Senegal,08-09-14,0,0,,,,,,,,,,,,
Liberia,18-06-15,3151,0,,,,,Senegal,12-09-14,0,0,,,,,,,,,,,,
Liberia,19-06-15,3151,0,,,,,Senegal,16-09-14,0,0,,,,,,,,,,,,
Liberia,22-06-15,3151,0,,,,,Senegal,18-09-14,0,0,,,,,,,,,,,,
Liberia,23-06-15,3151,0,,,,,Senegal,22-09-14,0,0,,,,,,,,,,,,
Liberia,24-06-15,3151,0,,,,,Senegal,24-09-14,0,0,,,,,,,,,,,,
Liberia,25-06-15,3151,0,,,,,Senegal,26-09-14,0,0,,,,,,,,,,,,
Liberia,26-06-15,3151,0,,,,,Senegal,01-10-14,0,0,,,,,,,,,,,,
Liberia,29-06-15,3151,0,,,,,Senegal,03-10-14,0,0,,,,,,,,,,,,
Liberia,30-06-15,3151,0,,,,,Senegal,08-10-14,0,0,,,,,,,,,,,,
Liberia,01-07-15,3151,0,,,,,Senegal,10-10-14,0,0,,,,,,,,,,,,
Liberia,02-07-15,3151,0,,,,,Senegal,15-10-14,0,0,,,,,,,,,,,,
Liberia,03-07-15,3151,0,,,,,Senegal,17-10-14,0,0,,,,,,,,,,,,
Liberia,06-07-15,3151,0,,,,,Senegal,22-10-14,0,0,,,,,,,,,,,,
Liberia,07-07-15,3151,0,,,,,Senegal,25-10-14,0,0,,,,,,,,,,,,
Liberia,08-07-15,3151,0,,,,,Senegal,29-10-14,0,0,,,,,,,,,,,,
Liberia,09-07-15,3151,0,,,,,Senegal,31-10-14,0,0,,,,,,,,,,,,
Liberia,10-07-15,3151,0,,,,,Senegal,05-11-14,0,0,,,,,,,,,,,,
Liberia,13-07-15,3151,0,,,,,Senegal,07-11-14,0,0,,,,,,,,,,,,
Liberia,14-07-15,3151,0,,,,,Senegal,12-11-14,0,0,,,,,,,,,,,,
Liberia,15-07-15,3151,0,,,,,Senegal,14-11-14,0,0,,,,,,,,,,,,
Liberia,16-07-15,3151,0,,,,,Senegal,19-11-14,0,0,,,,,,,,,,,,
Liberia,17-07-15,3151,0,,,,,Senegal,21-11-14,0,0,,,,,,,,,,,,
Liberia,20-07-15,3151,0,,,,,Senegal,26-11-14,0,0,,,,,,,,,,,,
Liberia,21-07-15,3151,0,,,,,Senegal,01-12-14,0,0,,,,,,,,,,,,
Liberia,22-07-15,3151,0,,,,,Senegal,03-12-14,0,0,,,,,,,,,,,,
Liberia,23-07-15,3151,0,,,,,Senegal,10-12-14,0,0,,,,,,,,,,,,
Liberia,24-07-15,3151,0,,,,,Senegal,15-12-14,0,0,,,,,,,,,,,,
Liberia,27-07-15,3151,0,,,,,Senegal,17-12-14,0,0,,,,,,,,,,,,
Liberia,28-07-15,3151,0,,,,,Senegal,22-12-14,0,0,,,,,,,,,,,,
Liberia,29-07-15,3151,0,,,,,Senegal,23-12-14,0,0,,,,,,,,,,,,
Liberia,30-07-15,3151,0,,,,,Senegal,24-12-14,0,0,,,,,,,,,,,,
Liberia,31-07-15,3151,0,,,,,Senegal,26-12-14,0,0,,,,,,,,,,,,
Liberia,03-08-15,3151,0,,,,,Senegal,29-12-14,0,0,,,,,,,,,,,,
Liberia,04-08-15,3151,0,,,,,Senegal,30-12-14,0,0,,,,,,,,,,,,
Liberia,05-08-15,3151,0,,,,,Senegal,31-12-14,0,0,,,,,,,,,,,,
Liberia,06-08-15,3151,0,,,,,Senegal,02-01-15,0,0,,,,,,,,,,,,
Liberia,07-08-15,3151,0,,,,,Senegal,05-01-15,0,0,,,,,,,,,,,,
Liberia,10-08-15,3151,0,,,,,Senegal,06-01-15,0,0,,,,,,,,,,,,
Liberia,11-08-15,3151,0,,,,,Senegal,07-01-15,0,0,,,,,,,,,,,,
Liberia,12-08-15,3151,0,,,,,Senegal,14-01-15,0,0,,,,,,,,,,,,
Liberia,13-08-15,3151,0,,,,,Senegal,15-01-15,0,0,,,,,,,,,,,,
Liberia,14-08-15,3151,0,,,,,Senegal,16-01-15,0,0,,,,,,,,,,,,
Liberia,17-08-15,3151,0,,,,,Senegal,19-01-15,0,0,,,,,,,,,,,,
Liberia,18-08-15,3151,0,,,,,Senegal,20-01-15,0,0,,,,,,,,,,,,
Liberia,19-08-15,3151,0,,,,,Senegal,21-01-15,0,0,,,,,,,,,,,,
Liberia,20-08-15,3151,0,,,,,Senegal,22-01-15,0,0,,,,,,,,,,,,
Liberia,21-08-15,3151,0,,,,,Senegal,23-01-15,0,0,,,,,,,,,,,,
Liberia,24-08-15,3151,0,,,,,Senegal,26-01-15,0,0,,,,,,,,,,,,
Liberia,25-08-15,3151,0,,,,,Senegal,27-01-15,0,0,,,,,,,,,,,,
Liberia,26-08-15,3151,0,,,,,Senegal,28-01-15,0,0,,,,,,,,,,,,
Liberia,27-08-15,3151,0,,,,,Senegal,29-01-15,0,0,,,,,,,,,,,,
Liberia,28-08-15,3151,0,,,,,Senegal,30-01-15,0,0,,,,,,,,,,,,
Liberia,31-08-15,3151,0,,,,,Senegal,02-02-15,0,0,,,,,,,,,,,,
Liberia,01-09-15,3151,0,,,,,Senegal,03-02-15,0,0,,,,,,,,,,,,
Liberia,02-09-15,3151,0,,,,,Senegal,04-02-15,0,0,,,,,,,,,,,,
Liberia,03-09-15,3151,0,,,,,Senegal,05-02-15,0,0,,,,,,,,,,,,
Liberia,04-09-15,3151,0,,,,,Senegal,06-02-15,0,0,,,,,,,,,,,,
Liberia,07-09-15,3151,0,,,,,Senegal,10-02-15,0,0,,,,,,,,,,,,
Liberia,08-09-15,3151,0,,,,,Senegal,11-02-15,0,0,,,,,,,,,,,,
Liberia,09-09-15,3151,0,,,,,Senegal,12-02-15,0,0,,,,,,,,,,,,
Liberia,10-09-15,3151,0,,,,,Senegal,13-02-15,0,0,,,,,,,,,,,,
Liberia,11-09-15,3151,0,,,,,Senegal,16-02-15,0,0,,,,,,,,,,,,
Liberia,14-09-15,3151,0,,,,,Senegal,17-02-15,0,0,,,,,,,,,,,,
Liberia,15-09-15,3151,0,,,,,Senegal,18-02-15,0,0,,,,,,,,,,,,
Liberia,16-09-15,3151,0,,,,,Senegal,19-02-15,0,0,,,,,,,,,,,,
Liberia,17-09-15,3151,0,,,,,Senegal,20-02-15,0,0,,,,,,,,,,,,
Liberia,18-09-15,3151,0,,,,,Senegal,23-02-15,0,0,,,,,,,,,,,,
Liberia,21-09-15,3151,0,,,,,Senegal,25-02-15,0,0,,,,,,,,,,,,
Liberia,22-09-15,3151,0,,,,,Senegal,26-02-15,0,0,,,,,,,,,,,,
Liberia,23-09-15,3151,0,,,,,Senegal,27-02-15,0,0,,,,,,,,,,,,
Liberia,24-09-15,3151,0,,,,,Senegal,02-03-15,0,0,,,,,,,,,,,,
Liberia,25-09-15,3151,0,,,,,Senegal,04-03-15,0,0,,,,,,,,,,,,
Liberia,28-09-15,3151,0,,,,,Senegal,05-03-15,0,0,,,,,,,,,,,,
Liberia,29-09-15,3151,0,,,,,Senegal,06-03-15,0,0,,,,,,,,,,,,
Liberia,30-09-15,3151,0,,,,,Senegal,10-03-15,0,0,,,,,,,,,,,,
Liberia,01-10-15,3151,0,,,,,Senegal,11-03-15,0,0,,,,,,,,,,,,
Liberia,02-10-15,3151,0,,,,,Senegal,12-03-15,0,0,,,,,,,,,,,,
Liberia,05-10-15,3151,0,,,,,Senegal,13-03-15,0,0,,,,,,,,,,,,
Liberia,06-10-15,3151,0,,,,,Senegal,16-03-15,0,0,,,,,,,,,,,,
Liberia,07-10-15,3151,0,,,,,Senegal,17-03-15,0,0,,,,,,,,,,,,
Liberia,08-10-15,3151,0,,,,,Senegal,18-03-15,0,0,,,,,,,,,,,,
Liberia,09-10-15,3151,0,,,,,Senegal,20-03-15,0,0,,,,,,,,,,,,
Liberia,13-10-15,3151,0,,,,,Senegal,23-03-15,0,0,,,,,,,,,,,,
Liberia,15-10-15,3151,0,,,,,Senegal,24-03-15,0,0,,,,,,,,,,,,
Liberia,16-10-15,3151,0,,,,,Senegal,25-03-15,0,0,,,,,,,,,,,,
Liberia,20-10-15,3151,0,,,,,Senegal,26-03-15,0,0,,,,,,,,,,,,
Liberia,22-10-15,3151,0,,,,,Senegal,27-03-15,0,0,,,,,,,,,,,,
Liberia,23-10-15,3151,0,,,,,Senegal,07-04-15,0,0,,,,,,,,,,,,
Liberia,26-10-15,3151,0,,,,,Senegal,09-04-15,0,0,,,,,,,,,,,,
Liberia,27-10-15,3151,0,,,,,Senegal,13-04-15,0,0,,,,,,,,,,,,
Liberia,29-10-15,3151,0,,,,,Senegal,14-04-15,0,0,,,,,,,,,,,,
Liberia,30-10-15,3151,0,,,,,Senegal,15-04-15,0,0,,,,,,,,,,,,
Liberia,03-11-15,3151,0,,,,,Senegal,16-04-15,0,0,,,,,,,,,,,,
Liberia,05-11-15,3151,0,,,,,Senegal,17-04-15,0,0,,,,,,,,,,,,
Liberia,06-11-15,3151,0,,,,,Senegal,20-04-15,0,0,,,,,,,,,,,,
Liberia,10-11-15,3151,0,,,,,Senegal,21-04-15,0,0,,,,,,,,,,,,
Liberia,11-11-15,3151,0,,,,,Senegal,22-04-15,0,0,,,,,,,,,,,,
Liberia,12-11-15,3151,0,,,,,Senegal,23-04-15,0,0,,,,,,,,,,,,
Liberia,16-11-15,3151,0,,,,,Senegal,24-04-15,0,0,,,,,,,,,,,,
Liberia,17-11-15,3151,0,,,,,Senegal,27-04-15,0,0,,,,,,,,,,,,
Liberia,20-11-15,3151,0,,,,,Senegal,28-04-15,0,0,,,,,,,,,,,,
Liberia,24-11-15,3151,0,,,,,Senegal,30-04-15,0,0,,,,,,,,,,,,
Liberia,26-11-15,3151,0,,,,,Senegal,01-05-15,0,0,,,,,,,,,,,,
Liberia,01-12-15,3151,0,,,,,Senegal,04-05-15,0,0,,,,,,,,,,,,
Liberia,02-12-15,3151,0,,,,,Senegal,05-05-15,0,0,,,,,,,,,,,,
Liberia,03-12-15,3151,0,,,,,Senegal,06-05-15,0,0,,,,,,,,,,,,
Liberia,09-12-15,3151,0,,,,,Senegal,07-05-15,0,0,,,,,,,,,,,,
Liberia,10-12-15,3151,0,,,,,Senegal,08-05-15,0,0,,,,,,,,,,,,
Liberia,11-12-15,3151,0,,,,,Senegal,11-05-15,0,0,,,,,,,,,,,,
Liberia,15-12-15,3151,0,,,,,Senegal,12-05-15,0,0,,,,,,,,,,,,
Liberia,16-12-15,3151,0,,,,,Senegal,13-05-15,0,0,,,,,,,,,,,,
Liberia,17-12-15,3151,0,,,,,Senegal,14-05-15,0,0,,,,,,,,,,,,
Liberia,22-12-15,3151,0,,,,,Senegal,15-05-15,0,0,,,,,,,,,,,,
Liberia,23-12-15,3151,0,,,,,Senegal,18-05-15,0,0,,,,,,,,,,,,
Liberia,29-12-15,3151,0,,,,,Senegal,19-05-15,0,0,,,,,,,,,,,,
Liberia,23-03-16,3151,0,,,,,Senegal,20-05-15,0,0,,,,,,,,,,,,
Mali,25-10-14,1,1,,,,,Senegal,21-05-15,0,0,,,,,,,,,,,,
Mali,29-10-14,1,0,,,,,Senegal,22-05-15,0,0,,,,,,,,,,,,
Mali,31-10-14,1,0,,,,,Senegal,25-05-15,0,0,,,,,,,,,,,,
Mali,05-11-14,1,0,,,,,Senegal,26-05-15,0,0,,,,,,,,,,,,
Mali,07-11-14,1,0,,,,,Senegal,27-05-15,0,0,,,,,,,,,,,,
Mali,12-11-14,2,1,,,,,Senegal,28-05-15,0,0,,,,,,,,,,,,
Mali,14-11-14,3,1,,,,,Senegal,29-05-15,0,0,,,,,,,,,,,,
Mali,19-11-14,5,2,,,,,Senegal,01-06-15,0,0,,,,,,,,,,,,
Mali,21-11-14,5,0,,,,,Senegal,02-06-15,0,0,,,,,,,,,,,,
Mali,26-11-14,7,2,,,,,Senegal,03-06-15,0,0,,,,,,,,,,,,
Mali,01-12-14,7,0,,,,,Senegal,04-06-15,0,0,,,,,,,,,,,,
Mali,03-12-14,7,0,,,,,Senegal,05-06-15,0,0,,,,,,,,,,,,
Mali,10-12-14,7,0,,,,,Senegal,08-06-15,0,0,,,,,,,,,,,,
Mali,15-12-14,7,0,,,,,Senegal,09-06-15,0,0,,,,,,,,,,,,
Mali,17-12-14,7,0,,,,,Senegal,10-06-15,0,0,,,,,,,,,,,,
Mali,22-12-14,7,0,,,,,Senegal,11-06-15,0,0,,,,,,,,,,,,
Mali,23-12-14,7,0,,,,,Senegal,12-06-15,0,0,,,,,,,,,,,,
Mali,24-12-14,7,0,,,,,Senegal,15-06-15,0,0,,,,,,,,,,,,
Mali,26-12-14,7,0,,,,,Senegal,16-06-15,0,0,,,,,,,,,,,,
Mali,29-12-14,7,0,,,,,Senegal,17-06-15,0,0,,,,,,,,,,,,
Mali,30-12-14,7,0,,,,,Senegal,18-06-15,0,0,,,,,,,,,,,,
Mali,31-12-14,7,0,,,,,Senegal,19-06-15,0,0,,,,,,,,,,,,
Mali,02-01-15,7,0,,,,,Senegal,22-06-15,0,0,,,,,,,,,,,,
Mali,05-01-15,7,0,,,,,Senegal,23-06-15,0,0,,,,,,,,,,,,
Mali,06-01-15,7,0,,,,,Senegal,24-06-15,0,0,,,,,,,,,,,,
Mali,07-01-15,7,0,,,,,Senegal,25-06-15,0,0,,,,,,,,,,,,
Mali,08-01-15,7,0,,,,,Senegal,26-06-15,0,0,,,,,,,,,,,,
Mali,09-01-15,7,0,,,,,Senegal,29-06-15,0,0,,,,,,,,,,,,
Mali,12-01-15,7,0,,,,,Senegal,30-06-15,0,0,,,,,,,,,,,,
Mali,13-01-15,7,0,,,,,Senegal,01-07-15,0,0,,,,,,,,,,,,
Mali,14-01-15,7,0,,,,,Senegal,02-07-15,0,0,,,,,,,,,,,,
Mali,15-01-15,7,0,,,,,Senegal,03-07-15,0,0,,,,,,,,,,,,
Mali,16-01-15,7,0,,,,,Senegal,06-07-15,0,0,,,,,,,,,,,,
Mali,19-01-15,7,0,,,,,Senegal,07-07-15,0,0,,,,,,,,,,,,
Mali,20-01-15,7,0,,,,,Senegal,08-07-15,0,0,,,,,,,,,,,,
Mali,21-01-15,7,0,,,,,Senegal,09-07-15,0,0,,,,,,,,,,,,
Mali,22-01-15,7,0,,,,,Senegal,10-07-15,0,0,,,,,,,,,,,,
Mali,23-01-15,7,0,,,,,Senegal,13-07-15,0,0,,,,,,,,,,,,
Mali,26-01-15,7,0,,,,,Senegal,14-07-15,0,0,,,,,,,,,,,,
Mali,27-01-15,7,0,,,,,Senegal,15-07-15,0,0,,,,,,,,,,,,
Mali,28-01-15,7,0,,,,,Senegal,16-07-15,0,0,,,,,,,,,,,,
Mali,29-01-15,7,0,,,,,Senegal,17-07-15,0,0,,,,,,,,,,,,
Mali,30-01-15,7,0,,,,,Senegal,20-07-15,0,0,,,,,,,,,,,,
Mali,02-02-15,7,0,,,,,Senegal,21-07-15,0,0,,,,,,,,,,,,
Mali,03-02-15,7,0,,,,,Senegal,22-07-15,0,0,,,,,,,,,,,,
Mali,04-02-15,7,0,,,,,Senegal,23-07-15,0,0,,,,,,,,,,,,
Mali,05-02-15,7,0,,,,,Senegal,24-07-15,0,0,,,,,,,,,,,,
