,Country,Date,Cumulative,New Cases
935,Nigeria,26-12-14,19,0
936,Nigeria,29-12-14,19,0
937,Nigeria,30-12-14,19,0
938,Nigeria,31-12-14,19,0
939,Nigeria,02-01-15,19,0
940,Nigeria,05-01-15,19,0
941,Nigeria,06-01-15,19,0
942,Nigeria,07-01-15,19,0
943,Nigeria,14-01-15,19,0
944,Nigeria,15-01-15,19,0
945,Nigeria,16-01-15,19,0
946,Nigeria,19-01-15,19,0
947,Nigeria,20-01-15,19,0
948,Nigeria,21-01-15,19,0
949,Nigeria,22-01-15,19,0
950,Nigeria,23-01-15,19,0
951,Nigeria,26-01-15,19,0
952,Nigeria,27-01-15,19,0
953,Nigeria,28-01-15,19,0
954,Nigeria,29-01-15,19,0
955,Nigeria,30-01-15,19,0
956,Nigeria,02-02-15,19,0
957,Nigeria,03-02-15,19,0
958,Nigeria,04-02-15,19,0
959,Nigeria,05-02-15,19,0
960,Nigeria,06-02-15,19,0
961,Nigeria,10-02-15,19,0
962,Nigeria,11-02-15,19,0
963,Nigeria,12-02-15,19,0
964,Nigeria,13-02-15,19,0
965,Nigeria,16-02-15,19,0
966,Nigeria,17-02-15,19,0
967,Nigeria,18-02-15,19,0
968,Nigeria,19-02-15,19,0
969,Nigeria,20-02-15,19,0
970,Nigeria,23-02-15,19,0
971,Nigeria,25-02-15,19,0
972,Nigeria,26-02-15,19,0
973,Nigeria,27-02-15,19,0
974,Nigeria,02-03-15,19,0
975,Nigeria,04-03-15,19,0
976,Nigeria,05-03-15,19,0
977,Nigeria,06-03-15,19,0
978,Nigeria,10-03-15,19,0
979,Nigeria,11-03-15,19,0
980,Nigeria,12-03-15,19,0
981,Nigeria,13-03-15,19,0
982,Nigeria,16-03-15,19,0
983,Nigeria,17-03-15,19,0
984,Nigeria,18-03-15,19,0
985,Nigeria,20-03-15,19,0
986,Nigeria,23-03-15,19,0
987,Nigeria,24-03-15,19,0
988,Nigeria,25-03-15,19,0
989,Nigeria,26-03-15,19,0
990,Nigeria,27-03-15,19,0
991,Nigeria,07-04-15,19,0
992,Nigeria,09-04-15,19,0
993,Nigeria,13-04-15,19,0
994,Nigeria,14-04-15,19,0
995,Nigeria,15-04-15,19,0
996,Nigeria,16-04-15,19,0
997,Nigeria,17-04-15,19,0
998,Nigeria,20-04-15,19,0
999,Nigeria,21-04-15,19,0
1000,Nigeria,22-04-15,19,0
1001,Nigeria,23-04-15,19,0
1002,Nigeria,24-04-15,19,0
1003,Nigeria,27-04-15,19,0
1004,Nigeria,28-04-15,19,0
1005,Nigeria,30-04-15,19,0
1006,Nigeria,01-05-15,19,0
1007,Nigeria,04-05-15,19,0
1008,Nigeria,05-05-15,19,0
1009,Nigeria,06-05-15,19,0
1010,Nigeria,07-05-15,19,0
1011,Nigeria,08-05-15,19,0
1012,Nigeria,11-05-15,19,0
1013,Nigeria,12-05-15,19,0
1014,Nigeria,13-05-15,19,0
1015,Nigeria,14-05-15,19,0
1016,Nigeria,15-05-15,19,0
1017,Nigeria,18-05-15,19,0
1018,Nigeria,19-05-15,19,0
1019,Nigeria,20-05-15,19,0
1020,Nigeria,21-05-15,19,0
1021,Nigeria,22-05-15,19,0
1022,Nigeria,25-05-15,19,0
1023,Nigeria,26-05-15,19,0
1024,Nigeria,27-05-15,19,0
1025,Nigeria,28-05-15,19,0
1026,Nigeria,29-05-15,19,0
1027,Nigeria,01-06-15,19,0
1028,Nigeria,02-06-15,19,0
1029,Nigeria,03-06-15,19,0
1030,Nigeria,04-06-15,19,0
1031,Nigeria,05-06-15,19,0
1032,Nigeria,08-06-15,19,0
1033,Nigeria,09-06-15,19,0
1034,Nigeria,10-06-15,19,0
1035,Nigeria,11-06-15,19,0
1036,Nigeria,12-06-15,19,0
1037,Nigeria,15-06-15,19,0
1038,Nigeria,16-06-15,19,0
1039,Nigeria,17-06-15,19,0
1040,Nigeria,18-06-15,19,0
1041,Nigeria,19-06-15,19,0
1042,Nigeria,22-06-15,19,0
1043,Nigeria,23-06-15,19,0
1044,Nigeria,24-06-15,19,0
1045,Nigeria,25-06-15,19,0
1046,Nigeria,26-06-15,19,0
1047,Nigeria,29-06-15,19,0
1048,Nigeria,30-06-15,19,0
1049,Nigeria,01-07-15,19,0
1050,Nigeria,02-07-15,19,0
1051,Nigeria,03-07-15,19,0
1052,Nigeria,06-07-15,19,0
1053,Nigeria,07-07-15,19,0
1054,Nigeria,08-07-15,19,0
1055,Nigeria,09-07-15,19,0
1056,Nigeria,10-07-15,19,0
1057,Nigeria,13-07-15,19,0
1058,Nigeria,14-07-15,19,0
1059,Nigeria,15-07-15,19,0
1060,Nigeria,16-07-15,19,0
1061,Nigeria,17-07-15,19,0
1062,Nigeria,20-07-15,19,0
1063,Nigeria,21-07-15,19,0
1064,Nigeria,22-07-15,19,0
1065,Nigeria,23-07-15,19,0
1066,Nigeria,24-07-15,19,0
1067,Nigeria,27-07-15,19,0
1068,Nigeria,28-07-15,19,0
1069,Nigeria,29-07-15,19,0
1070,Nigeria,30-07-15,19,0
1071,Nigeria,31-07-15,19,0
1072,Nigeria,03-08-15,19,0
1073,Nigeria,04-08-15,19,0
1074,Nigeria,05-08-15,19,0
1075,Nigeria,06-08-15,19,0
1076,Nigeria,07-08-15,19,0
1077,Nigeria,10-08-15,19,0
1078,Nigeria,11-08-15,19,0
1079,Nigeria,12-08-15,19,0
1080,Nigeria,13-08-15,19,0
1081,Nigeria,14-08-15,19,0
1082,Nigeria,17-08-15,19,0
1083,Nigeria,18-08-15,19,0
1084,Nigeria,19-08-15,19,0
1085,Nigeria,20-08-15,19,0
1086,Nigeria,21-08-15,19,0
1087,Nigeria,24-08-15,19,0
1088,Nigeria,25-08-15,19,0
1089,Nigeria,26-08-15,19,0
1090,Nigeria,27-08-15,19,0
1091,Nigeria,28-08-15,19,0
1092,Nigeria,31-08-15,19,0
1093,Nigeria,01-09-15,19,0
1094,Nigeria,02-09-15,19,0
1095,Nigeria,03-09-15,19,0
1096,Nigeria,04-09-15,19,0
1097,Nigeria,07-09-15,19,0
1098,Nigeria,08-09-15,19,0
1099,Nigeria,09-09-15,19,0
1100,Nigeria,10-09-15,19,0
1101,Nigeria,11-09-15,19,0
1102,Nigeria,14-09-15,19,0
1103,Nigeria,15-09-15,19,0
1104,Nigeria,16-09-15,19,0
1105,Nigeria,17-09-15,19,0
1106,Nigeria,18-09-15,19,0
1107,Nigeria,21-09-15,19,0
1108,Nigeria,22-09-15,19,0
1109,Nigeria,23-09-15,19,0
1110,Nigeria,24-09-15,19,0
1111,Nigeria,25-09-15,19,0
1112,Nigeria,28-09-15,19,0
1113,Nigeria,29-09-15,19,0
1114,Nigeria,30-09-15,19,0
1115,Nigeria,01-10-15,19,0
1116,Nigeria,02-10-15,19,0
1117,Nigeria,05-10-15,19,0
1118,Nigeria,06-10-15,19,0
1119,Nigeria,07-10-15,19,0
1120,Nigeria,08-10-15,19,0
1121,Nigeria,09-10-15,19,0
1122,Nigeria,13-10-15,19,0
1123,Nigeria,15-10-15,19,0
1124,Nigeria,16-10-15,19,0
1125,Nigeria,20-10-15,19,0
1126,Nigeria,22-10-15,19,0
1127,Nigeria,23-10-15,19,0
1128,Nigeria,26-10-15,19,0
1129,Nigeria,27-10-15,19,0
1130,Nigeria,29-10-15,19,0
1131,Nigeria,30-10-15,19,0
1132,Nigeria,03-11-15,19,0
1133,Nigeria,05-11-15,19,0
1134,Nigeria,06-11-15,19,0
1135,Nigeria,10-11-15,19,0
1136,Nigeria,11-11-15,19,0
1137,Nigeria,12-11-15,19,0
1138,Nigeria,16-11-15,19,0
1139,Nigeria,17-11-15,19,0
1140,Nigeria,20-11-15,19,0
1141,Nigeria,24-11-15,19,0
1142,Nigeria,26-11-15,19,0
1143,Nigeria,01-12-15,19,0
1144,Nigeria,02-12-15,19,0
1145,Nigeria,03-12-15,19,0
1146,Nigeria,09-12-15,19,0
1147,Nigeria,10-12-15,19,0
1148,Nigeria,11-12-15,19,0
1149,Nigeria,15-12-15,19,0
1150,Nigeria,16-12-15,19,0
1151,Nigeria,17-12-15,19,0
1152,Nigeria,22-12-15,19,0
1153,Nigeria,23-12-15,19,0
1154,Nigeria,29-12-15,19,0
1155,Nigeria,23-03-16,19,0
1156,Senegal,05-09-14,1,1
1157,Senegal,08-09-14,1,0
1158,Senegal,12-09-14,1,0
1159,Senegal,16-09-14,1,0
1160,Senegal,18-09-14,1,0
1161,Senegal,22-09-14,1,0
1162,Senegal,24-09-14,1,0
1163,Senegal,26-09-14,1,0
1164,Senegal,01-10-14,1,0
1165,Senegal,03-10-14,1,0
1166,Senegal,08-10-14,1,0
1167,Senegal,10-10-14,1,0
1168,Senegal,15-10-14,1,0
1169,Senegal,17-10-14,1,0
1170,Senegal,22-10-14,1,0
1171,Senegal,25-10-14,1,0
1172,Senegal,29-10-14,1,0
1173,Senegal,31-10-14,1,0
1174,Senegal,05-11-14,1,0
1175,Senegal,07-11-14,1,0
1176,Senegal,12-11-14,1,0
1177,Senegal,14-11-14,1,0
1178,Senegal,19-11-14,1,0
1179,Senegal,21-11-14,1,0
1180,Senegal,26-11-14,1,0
1181,Senegal,01-12-14,1,0
1182,Senegal,03-12-14,1,0
1183,Senegal,10-12-14,1,0
1184,Senegal,15-12-14,1,0
1185,Senegal,17-12-14,1,0
1186,Senegal,22-12-14,1,0
1187,Senegal,23-12-14,1,0
1188,Senegal,24-12-14,1,0
1189,Senegal,26-12-14,1,0
1190,Senegal,29-12-14,1,0
1191,Senegal,30-12-14,1,0
1192,Senegal,31-12-14,1,0
1193,Senegal,02-01-15,1,0
1194,Senegal,05-01-15,1,0
1195,Senegal,06-01-15,1,0
1196,Senegal,07-01-15,1,0
1197,Senegal,14-01-15,1,0
1198,Senegal,15-01-15,1,0
1199,Senegal,16-01-15,1,0
1200,Senegal,19-01-15,1,0
1201,Senegal,20-01-15,1,0
1202,Senegal,21-01-15,1,0
1203,Senegal,22-01-15,1,0
1204,Senegal,23-01-15,1,0
1205,Senegal,26-01-15,1,0
1206,Senegal,27-01-15,1,0
1207,Senegal,28-01-15,1,0
1208,Senegal,29-01-15,1,0
1209,Senegal,30-01-15,1,0
1210,Senegal,02-02-15,1,0
1211,Senegal,03-02-15,1,0
1212,Senegal,04-02-15,1,0
1213,Senegal,05-02-15,1,0
1214,Senegal,06-02-15,1,0
1215,Senegal,10-02-15,1,0
1216,Senegal,11-02-15,1,0
1217,Senegal,12-02-15,1,0
1218,Senegal,13-02-15,1,0
1219,Senegal,16-02-15,1,0
1220,Senegal,17-02-15,1,0
1221,Senegal,18-02-15,1,0
1222,Senegal,19-02-15,1,0
1223,Senegal,20-02-15,1,0
1224,Senegal,23-02-15,1,0
1225,Senegal,25-02-15,1,0
1226,Senegal,26-02-15,1,0
1227,Senegal,27-02-15,1,0
1228,Senegal,02-03-15,1,0
1229,Senegal,04-03-15,1,0
1230,Senegal,05-03-15,1,0
1231,Senegal,06-03-15,1,0
1232,Senegal,10-03-15,1,0
1233,Senegal,11-03-15,1,0
1234,Senegal,12-03-15,1,0
1235,Senegal,13-03-15,1,0
1236,Senegal,16-03-15,1,0
1237,Senegal,17-03-15,1,0
1238,Senegal,18-03-15,1,0
1239,Senegal,20-03-15,1,0
1240,Senegal,23-03-15,1,0
1241,Senegal,24-03-15,1,0
1242,Senegal,25-03-15,1,0
1243,Senegal,26-03-15,1,0
1244,Senegal,27-03-15,1,0
1245,Senegal,07-04-15,1,0
1246,Senegal,09-04-15,1,0
1247,Senegal,13-04-15,1,0
1248,Senegal,14-04-15,1,0
1249,Senegal,15-04-15,1,0
1250,Senegal,16-04-15,1,0
1251,Senegal,17-04-15,1,0
1252,Senegal,20-04-15,1,0
1253,Senegal,21-04-15,1,0
1254,Senegal,22-04-15,1,0
1255,Senegal,23-04-15,1,0
1256,Senegal,24-04-15,1,0
1257,Senegal,27-04-15,1,0
1258,Senegal,28-04-15,1,0
1259,Senegal,30-04-15,1,0
1260,Senegal,01-05-15,1,0
1261,Senegal,04-05-15,1,0
1262,Senegal,05-05-15,1,0
1263,Senegal,06-05-15,1,0
1264,Senegal,07-05-15,1,0
1265,Senegal,08-05-15,1,0
1266,Senegal,11-05-15,1,0
1267,Senegal,12-05-15,1,0
1268,Senegal,13-05-15,1,0
1269,Senegal,14-05-15,1,0
1270,Senegal,15-05-15,1,0
1271,Senegal,18-05-15,1,0
1272,Senegal,19-05-15,1,0
1273,Senegal,20-05-15,1,0
1274,Senegal,21-05-15,1,0
1275,Senegal,22-05-15,1,0
1276,Senegal,25-05-15,1,0
1277,Senegal,26-05-15,1,0
1278,Senegal,27-05-15,1,0
1279,Senegal,28-05-15,1,0
1280,Senegal,29-05-15,1,0
1281,Senegal,01-06-15,1,0
1282,Senegal,02-06-15,1,0
1283,Senegal,03-06-15,1,0
1284,Senegal,04-06-15,1,0
1285,Senegal,05-06-15,1,0
1286,Senegal,08-06-15,1,0
1287,Senegal,09-06-15,1,0
1288,Senegal,10-06-15,1,0
1289,Senegal,11-06-15,1,0
1290,Senegal,12-06-15,1,0
1291,Senegal,15-06-15,1,0
1292,Senegal,16-06-15,1,0
1293,Senegal,17-06-15,1,0
1294,Senegal,18-06-15,1,0
1295,Senegal,19-06-15,1,0
1296,Senegal,22-06-15,1,0
1297,Senegal,23-06-15,1,0
1298,Senegal,24-06-15,1,0
1299,Senegal,25-06-15,1,0
1300,Senegal,26-06-15,1,0
1301,Senegal,29-06-15,1,0
1302,Senegal,30-06-15,1,0
1303,Senegal,01-07-15,1,0
1304,Senegal,02-07-15,1,0
1305,Senegal,03-07-15,1,0
1306,Senegal,06-07-15,1,0
1307,Senegal,07-07-15,1,0
1308,Senegal,08-07-15,1,0
1309,Senegal,09-07-15,1,0
1310,Senegal,10-07-15,1,0
1311,Senegal,13-07-15,1,0
1312,Senegal,14-07-15,1,0
1313,Senegal,15-07-15,1,0
1314,Senegal,16-07-15,1,0
1315,Senegal,17-07-15,1,0
1316,Senegal,20-07-15,1,0
1317,Senegal,21-07-15,1,0
1318,Senegal,22-07-15,1,0
1319,Senegal,23-07-15,1,0
1320,Senegal,24-07-15,1,0
1321,Senegal,27-07-15,1,0
1322,Senegal,28-07-15,1,0
1323,Senegal,29-07-15,1,0
1324,Senegal,30-07-15,1,0
1325,Senegal,31-07-15,1,0
1326,Senegal,03-08-15,1,0
1327,Senegal,04-08-15,1,0
1328,Senegal,05-08-15,1,0
1329,Senegal,06-08-15,1,0
1330,Senegal,07-08-15,1,0
1331,Senegal,10-08-15,1,0
1332,Senegal,11-08-15,1,0
1333,Senegal,12-08-15,1,0
1334,Senegal,13-08-15,1,0
1335,Senegal,14-08-15,1,0
1336,Senegal,17-08-15,1,0
1337,Senegal,18-08-15,1,0
1338,Senegal,19-08-15,1,0
1339,Senegal,20-08-15,1,0
1340,Senegal,21-08-15,1,0
1341,Senegal,24-08-15,1,0
1342,Senegal,25-08-15,1,0
1343,Senegal,26-08-15,1,0
1344,Senegal,27-08-15,1,0
1345,Senegal,28-08-15,1,0
1346,Senegal,31-08-15,1,0
1347,Senegal,01-09-15,1,0
1348,Senegal,02-09-15,1,0
1349,Senegal,03-09-15,1,0
1350,Senegal,04-09-15,1,0
1351,Senegal,07-09-15,1,0
1352,Senegal,08-09-15,1,0
1353,Senegal,09-09-15,1,0
1354,Senegal,10-09-15,1,0
1355,Senegal,11-09-15,1,0
1356,Senegal,14-09-15,1,0
1357,Senegal,15-09-15,1,0
1358,Senegal,16-09-15,1,0
1359,Senegal,17-09-15,1,0
1360,Senegal,18-09-15,1,0
1361,Senegal,21-09-15,1,0
1362,Senegal,22-09-15,1,0
1363,Senegal,23-09-15,1,0
1364,Senegal,24-09-15,1,0
1365,Senegal,25-09-15,1,0
1366,Senegal,28-09-15,1,0
1367,Senegal,29-09-15,1,0
1368,Senegal,30-09-15,1,0
1369,Senegal,01-10-15,1,0
1370,Senegal,02-10-15,1,0
1371,Senegal,05-10-15,1,0
1372,Senegal,06-10-15,1,0
1373,Senegal,07-10-15,1,0
1374,Senegal,08-10-15,1,0
1375,Senegal,09-10-15,1,0
1376,Senegal,13-10-15,1,0
1377,Senegal,15-10-15,1,0
1378,Senegal,16-10-15,1,0
1379,Senegal,20-10-15,1,0
1380,Senegal,22-10-15,1,0
1381,Senegal,23-10-15,1,0
1382,Senegal,26-10-15,1,0
1383,Senegal,27-10-15,1,0
1384,Senegal,29-10-15,1,0
1385,Senegal,30-10-15,1,0
1386,Senegal,03-11-15,1,0
1387,Senegal,05-11-15,1,0
1388,Senegal,06-11-15,1,0
1389,Senegal,10-11-15,1,0
1390,Senegal,11-11-15,1,0
1391,Senegal,12-11-15,1,0
1392,Senegal,16-11-15,1,0
1393,Senegal,17-11-15,1,0
1394,Senegal,20-11-15,1,0
1395,Senegal,24-11-15,1,0
1396,Senegal,26-11-15,1,0
1397,Senegal,01-12-15,1,0
1398,Senegal,02-12-15,1,0
1399,Senegal,03-12-15,1,0
1400,Senegal,09-12-15,1,0
1401,Senegal,10-12-15,1,0
1402,Senegal,11-12-15,1,0
1403,Senegal,15-12-15,1,0
1404,Senegal,16-12-15,1,0
1405,Senegal,17-12-15,1,0
1406,Senegal,22-12-15,1,0
1407,Senegal,23-12-15,1,0
1408,Senegal,29-12-15,1,0
1409,Senegal,23-03-16,1,0
1410,Sierra Leone,29-08-14,935,935
1411,Sierra Leone,05-09-14,1146,211
1412,Sierra Leone,08-09-14,1234,88
1413,Sierra Leone,12-09-14,1287,53
1414,Sierra Leone,16-09-14,1464,177
1415,Sierra Leone,18-09-14,1513,49
1416,Sierra Leone,22-09-14,1640,127
1417,Sierra Leone,24-09-14,1745,105
1418,Sierra Leone,26-09-14,1816,71
1419,Sierra Leone,01-10-14,2076,260
1420,Sierra Leone,03-10-14,2179,103
1421,Sierra Leone,08-10-14,2455,276
1422,Sierra Leone,10-10-14,2593,138
1423,Sierra Leone,15-10-14,2849,256
1424,Sierra Leone,17-10-14,2977,128
1425,Sierra Leone,22-10-14,3223,246
1426,Sierra Leone,25-10-14,3389,166
1427,Sierra Leone,29-10-14,3700,311
1428,Sierra Leone,31-10-14,3778,78
1429,Sierra Leone,05-11-14,4057,279
1430,Sierra Leone,07-11-14,4149,92
1431,Sierra Leone,12-11-14,4523,374
1432,Sierra Leone,14-11-14,4683,160
1433,Sierra Leone,19-11-14,5056,373
1434,Sierra Leone,21-11-14,5152,96
1435,Sierra Leone,26-11-14,5441,289
1436,Sierra Leone,01-12-14,5831,390
1437,Sierra Leone,03-12-14,5978,147
1438,Sierra Leone,10-12-14,6375,397
1439,Sierra Leone,15-12-14,6638,263
1440,Sierra Leone,17-12-14,6702,64
1441,Sierra Leone,22-12-14,6975,273
1442,Sierra Leone,23-12-14,7017,42
1443,Sierra Leone,24-12-14,7017,0
1444,Sierra Leone,26-12-14,7160,143
1445,Sierra Leone,29-12-14,7326,166
1446,Sierra Leone,30-12-14,7354,28
1447,Sierra Leone,31-12-14,7354,0
1448,Sierra Leone,02-01-15,7476,122
1449,Sierra Leone,05-01-15,7570,94
1450,Sierra Leone,06-01-15,7602,32
1451,Sierra Leone,07-01-15,7602,0
1452,Sierra Leone,08-01-15,7759,157
1453,Sierra Leone,09-01-15,7759,0
1454,Sierra Leone,12-01-15,7766,7
1455,Sierra Leone,13-01-15,7766,0
1456,Sierra Leone,14-01-15,7786,20
1457,Sierra Leone,15-01-15,7802,16
1458,Sierra Leone,16-01-15,7825,23
1459,Sierra Leone,19-01-15,7883,58
1460,Sierra Leone,20-01-15,7903,20
1461,Sierra Leone,21-01-15,7903,0
1462,Sierra Leone,22-01-15,7909,6
1463,Sierra Leone,23-01-15,7921,12
1464,Sierra Leone,26-01-15,7963,42
1465,Sierra Leone,27-01-15,7968,5
1466,Sierra Leone,28-01-15,7968,0
1467,Sierra Leone,29-01-15,7977,9
1468,Sierra Leone,30-01-15,7989,12
1469,Sierra Leone,02-02-15,8042,53
1470,Sierra Leone,03-02-15,8059,17
1471,Sierra Leone,04-02-15,8059,0
1472,Sierra Leone,05-02-15,8063,4
1473,Sierra Leone,06-02-15,8084,21
1474,Sierra Leone,10-02-15,8135,51
1475,Sierra Leone,11-02-15,8135,0
1476,Sierra Leone,12-02-15,8138,3
1477,Sierra Leone,13-02-15,8155,17
1478,Sierra Leone,16-02-15,8199,44
1479,Sierra Leone,17-02-15,8212,13
1480,Sierra Leone,18-02-15,8212,0
1481,Sierra Leone,19-02-15,8223,11
1482,Sierra Leone,20-02-15,8223,0
1483,Sierra Leone,23-02-15,8223,0
1484,Sierra Leone,25-02-15,8289,66
1485,Sierra Leone,26-02-15,8308,19
1486,Sierra Leone,27-02-15,8320,12
1487,Sierra Leone,02-03-15,8353,33
1488,Sierra Leone,04-03-15,8353,0
1489,Sierra Leone,05-03-15,8383,30
1490,Sierra Leone,06-03-15,8389,6
1491,Sierra Leone,10-03-15,8428,39
1492,Sierra Leone,11-03-15,8428,0
1493,Sierra Leone,12-03-15,8463,35
1494,Sierra Leone,13-03-15,8469,6
1495,Sierra Leone,16-03-15,8484,15
1496,Sierra Leone,17-03-15,8487,3
1497,Sierra Leone,18-03-15,8487,0
1498,Sierra Leone,20-03-15,8508,21
1499,Sierra Leone,23-03-15,8518,10
1500,Sierra Leone,24-03-15,8520,2
1501,Sierra Leone,25-03-15,8520,0
1502,Sierra Leone,26-03-15,8529,9
1503,Sierra Leone,27-03-15,8532,3
1504,Sierra Leone,07-04-15,8555,23
1505,Sierra Leone,09-04-15,8558,3
1506,Sierra Leone,13-04-15,8560,2
1507,Sierra Leone,14-04-15,8563,3
1508,Sierra Leone,15-04-15,8563,0
1509,Sierra Leone,16-04-15,8566,3
1510,Sierra Leone,17-04-15,8569,3
1511,Sierra Leone,20-04-15,8572,3
1512,Sierra Leone,21-04-15,8573,1
1513,Sierra Leone,22-04-15,8575,2
1514,Sierra Leone,23-04-15,8581,6
1515,Sierra Leone,24-04-15,8584,3
1516,Sierra Leone,27-04-15,8585,1
1517,Sierra Leone,28-04-15,8586,1
1518,Sierra Leone,30-04-15,8588,2
1519,Sierra Leone,01-05-15,8590,2
1520,Sierra Leone,04-05-15,8592,2
1521,Sierra Leone,05-05-15,8595,3
1522,Sierra Leone,06-05-15,8595,0
1523,Sierra Leone,07-05-15,8597,2
1524,Sierra Leone,08-05-15,8597,0
1525,Sierra Leone,11-05-15,8597,0
1526,Sierra Leone,12-05-15,8597,0
1527,Sierra Leone,13-05-15,8597,0
1528,Sierra Leone,14-05-15,8597,0
1529,Sierra Leone,15-05-15,8598,1
1530,Sierra Leone,18-05-15,8603,5
1531,Sierra Leone,19-05-15,8605,2
1532,Sierra Leone,20-05-15,8605,0
1533,Sierra Leone,21-05-15,8607,2
1534,Sierra Leone,22-05-15,8608,1
1535,Sierra Leone,25-05-15,8608,0
1536,Sierra Leone,26-05-15,8608,0
1537,Sierra Leone,27-05-15,8608,0
1538,Sierra Leone,28-05-15,8611,3
1539,Sierra Leone,29-05-15,8614,3
1540,Sierra Leone,01-06-15,8618,4
1541,Sierra Leone,02-06-15,8620,2
1542,Sierra Leone,03-06-15,8620,0
1543,Sierra Leone,04-06-15,8623,3
1544,Sierra Leone,05-06-15,8624,1
1545,Sierra Leone,08-06-15,8630,6
1546,Sierra Leone,09-06-15,8635,5
1547,Sierra Leone,10-06-15,8635,0
1548,Sierra Leone,11-06-15,8638,3
1549,Sierra Leone,12-06-15,8647,9
1550,Sierra Leone,15-06-15,8649,2
1551,Sierra Leone,16-06-15,8649,0
1552,Sierra Leone,17-06-15,8649,0
1553,Sierra Leone,18-06-15,8651,2
1554,Sierra Leone,19-06-15,8654,3
1555,Sierra Leone,22-06-15,8657,3
1556,Sierra Leone,23-06-15,8657,0
1557,Sierra Leone,24-06-15,8657,0
1558,Sierra Leone,25-06-15,8660,3
1559,Sierra Leone,26-06-15,8662,2
1560,Sierra Leone,29-06-15,8664,2
1561,Sierra Leone,30-06-15,8665,1
1562,Sierra Leone,01-07-15,8665,0
1563,Sierra Leone,02-07-15,8668,3
1564,Sierra Leone,03-07-15,8671,3
1565,Sierra Leone,06-07-15,8673,2
1566,Sierra Leone,07-07-15,8674,1
1567,Sierra Leone,08-07-15,8674,0
1568,Sierra Leone,09-07-15,8675,1
1569,Sierra Leone,10-07-15,8676,1
1570,Sierra Leone,13-07-15,8687,11
1571,Sierra Leone,14-07-15,8688,1
1572,Sierra Leone,15-07-15,8688,0
1573,Sierra Leone,16-07-15,8688,0
1574,Sierra Leone,17-07-15,8688,0
1575,Sierra Leone,20-07-15,8692,4
1576,Sierra Leone,21-07-15,8692,0
1577,Sierra Leone,22-07-15,8692,0
1578,Sierra Leone,23-07-15,8693,1
1579,Sierra Leone,24-07-15,8693,0
1580,Sierra Leone,27-07-15,8694,1
1581,Sierra Leone,28-07-15,8694,0
1582,Sierra Leone,29-07-15,8694,0
1583,Sierra Leone,30-07-15,8694,0
1584,Sierra Leone,31-07-15,8694,0
1585,Sierra Leone,03-08-15,8695,1
1586,Sierra Leone,04-08-15,8695,0
1587,Sierra Leone,05-08-15,8695,0
1588,Sierra Leone,06-08-15,8696,1
1589,Sierra Leone,07-08-15,8696,0
1590,Sierra Leone,10-08-15,8697,1
1591,Sierra Leone,11-08-15,8697,0
1592,Sierra Leone,12-08-15,8697,0
1593,Sierra Leone,13-08-15,8697,0
1594,Sierra Leone,14-08-15,8697,0
1595,Sierra Leone,17-08-15,8697,0
1596,Sierra Leone,18-08-15,8697,0
1597,Sierra Leone,19-08-15,8697,0
1598,Sierra Leone,20-08-15,8697,0
1599,Sierra Leone,21-08-15,8697,0
1600,Sierra Leone,24-08-15,8697,0
1601,Sierra Leone,25-08-15,8697,0
1602,Sierra Leone,26-08-15,8697,0
1603,Sierra Leone,27-08-15,8697,0
1604,Sierra Leone,28-08-15,8697,0
1605,Sierra Leone,31-08-15,8698,1
1606,Sierra Leone,01-09-15,8698,0
1607,Sierra Leone,02-09-15,8698,0
1608,Sierra Leone,03-09-15,8698,0
1609,Sierra Leone,04-09-15,8698,0
1610,Sierra Leone,07-09-15,8699,1
1611,Sierra Leone,08-09-15,8699,0
1612,Sierra Leone,09-09-15,8699,0
1613,Sierra Leone,10-09-15,8702,3
1614,Sierra Leone,11-09-15,8703,1
1615,Sierra Leone,14-09-15,8703,0
1616,Sierra Leone,15-09-15,8704,1
1617,Sierra Leone,16-09-15,8704,0
1618,Sierra Leone,17-09-15,8704,0
1619,Sierra Leone,18-09-15,8704,0
1620,Sierra Leone,21-09-15,8704,0
1621,Sierra Leone,22-09-15,8704,0
1622,Sierra Leone,23-09-15,8704,0
1623,Sierra Leone,24-09-15,8704,0
1624,Sierra Leone,25-09-15,8704,0
1625,Sierra Leone,28-09-15,8704,0
1626,Sierra Leone,29-09-15,8704,0
1627,Sierra Leone,30-09-15,8704,0
1628,Sierra Leone,01-10-15,8704,0
1629,Sierra Leone,02-10-15,8704,0
1630,Sierra Leone,05-10-15,8704,0
1631,Sierra Leone,06-10-15,8704,0
1632,Sierra Leone,07-10-15,8704,0
1633,Sierra Leone,08-10-15,8704,0
1634,Sierra Leone,09-10-15,8704,0
1635,Sierra Leone,13-10-15,8704,0
1636,Sierra Leone,15-10-15,8704,0
1637,Sierra Leone,16-10-15,8704,0
1638,Sierra Leone,20-10-15,8704,0
1639,Sierra Leone,22-10-15,8704,0
1640,Sierra Leone,23-10-15,8704,0
1641,Sierra Leone,26-10-15,8704,0
1642,Sierra Leone,27-10-15,8704,0
1643,Sierra Leone,29-10-15,8704,0
1644,Sierra Leone,30-10-15,8704,0
1645,Sierra Leone,03-11-15,8704,0
1646,Sierra Leone,05-11-15,8704,0
1647,Sierra Leone,06-11-15,8704,0
1648,Sierra Leone,10-11-15,8704,0
